,mibfc,Month,Total Loaned,Months' Income Borrowed,Number of Loans
39999,1,2013-4,10000,1 to 2,1
40000,2,2014-1,25000,2 to 3,1
40001,0,2012-7,2500,0 to 1,1
40002,0,2011-8,4000,0 to 1,1
40003,1,2013-9,5000,1 to 2,1
40004,0,2013-6,4500,0 to 1,1
40005,3,2014-1,10000,3 to 4,1
40006,1,2013-10,11500,1 to 2,1
40007,0,2012-9,8000,0 to 1,1
40008,1,2014-1,4000,1 to 2,1
40009,1,2013-11,10000,1 to 2,1
40010,0,2013-4,3900,0 to 1,1
40011,1,2011-4,5500,1 to 2,1
40012,3,2013-12,10000,3 to 4,1
40013,1,2014-1,13000,1 to 2,1
40014,1,2012-5,3000,1 to 2,1
40015,1,2011-8,4000,1 to 2,1
40016,4,2013-2,10000,4+,1
40017,1,2013-12,10000,1 to 2,1
40018,1,2012-4,4000,1 to 2,1
40019,1,2012-3,20000,1 to 2,1
40020,2,2014-2,20000,2 to 3,1
40021,2,2013-12,16000,2 to 3,1
40022,0,2012-4,4000,0 to 1,1
40023,1,2012-2,2000,1 to 2,1
40024,3,2013-11,15000,3 to 4,1
40025,1,2013-12,15000,1 to 2,1
40026,3,2013-11,15000,3 to 4,1
40027,0,2012-3,5000,0 to 1,1
40028,0,2010-12,2000,0 to 1,1
40029,2,2012-6,15000,2 to 3,1
40030,2,2013-7,15000,2 to 3,1
40031,2,2013-10,20000,2 to 3,1
40032,4,2012-6,12000,4+,1
40033,2,2011-1,7500,2 to 3,1
40034,2,2013-10,19000,2 to 3,1
40035,0,2013-3,5000,0 to 1,1
40036,2,2011-11,20200,2 to 3,1
40037,1,2014-2,4000,1 to 2,1
40038,3,2013-9,10000,3 to 4,1
40039,2,2013-10,15000,2 to 3,1
40040,4,2012-4,10000,4+,1
40041,1,2013-12,12000,1 to 2,1
40042,1,2011-1,6000,1 to 2,1
40043,2,2012-9,11000,2 to 3,1
40044,0,2011-4,2500,0 to 1,1
40045,1,2010-11,2500,1 to 2,1
40046,0,2012-2,15000,0 to 1,1
40047,1,2013-11,10000,1 to 2,1
40048,1,2014-1,4000,1 to 2,1
40049,0,2013-8,13000,0 to 1,1
40050,0,2011-6,2000,0 to 1,1
40051,0,2012-3,2500,0 to 1,1
40052,2,2014-1,10000,2 to 3,1
40053,1,2014-1,11050,1 to 2,1
40054,3,2012-11,14000,3 to 4,1
40055,3,2012-7,15000,3 to 4,1
40056,2,2012-12,14193,2 to 3,1
40057,2,2013-6,10000,2 to 3,1
40058,0,2013-4,3000,0 to 1,1
40059,1,2011-10,7500,1 to 2,1
40060,1,2012-7,12000,1 to 2,1
40061,3,2013-8,15000,3 to 4,1
40062,0,2013-11,3000,0 to 1,1
40063,0,2013-10,2400,0 to 1,1
40064,2,2014-1,15501,2 to 3,1
40065,3,2014-2,15000,3 to 4,1
40066,1,2013-11,4000,1 to 2,1
40067,2,2014-2,18360,2 to 3,1
40068,1,2010-12,7000,1 to 2,1
40069,3,2013-12,15000,3 to 4,1
40070,3,2011-12,8000,3 to 4,1
40071,0,2013-11,4000,0 to 1,1
40072,2,2011-7,3500,2 to 3,1
40073,1,2013-7,35000,1 to 2,1
40074,1,2013-5,4000,1 to 2,1
40075,3,2011-8,8000,3 to 4,1
40076,1,2013-6,4000,1 to 2,1
40077,3,2013-10,15000,3 to 4,1
40078,3,2013-9,15000,3 to 4,1
40079,1,2014-1,20000,1 to 2,1
40080,3,2014-2,15000,3 to 4,1
40081,2,2013-5,6500,2 to 3,1
40082,1,2012-2,7000,1 to 2,1
40083,3,2012-3,13000,3 to 4,1
40084,2,2012-6,14500,2 to 3,1
40085,1,2013-9,9000,1 to 2,1
40086,2,2012-11,10000,2 to 3,1
40087,0,2013-6,8500,0 to 1,1
40088,3,2014-1,20000,3 to 4,1
40089,3,2013-12,20000,3 to 4,1
40090,0,2013-8,2500,0 to 1,1
40091,2,2013-12,10000,2 to 3,1
40092,3,2013-10,15000,3 to 4,1
40093,2,2013-10,9000,2 to 3,1
40094,2,2012-7,15000,2 to 3,1
40095,1,2012-5,7000,1 to 2,1
40096,2,2012-1,15000,2 to 3,1
40097,0,2012-9,6500,0 to 1,1
40098,1,2013-8,6100,1 to 2,1
40099,1,2013-4,4500,1 to 2,1
40100,3,2011-12,12500,3 to 4,1
40101,0,2013-3,2000,0 to 1,1
40102,2,2013-5,10000,2 to 3,1
40103,2,2013-6,10500,2 to 3,1
40104,3,2014-1,15000,3 to 4,1
40105,0,2012-5,4000,0 to 1,1
40106,2,2014-2,10000,2 to 3,1
40107,1,2011-12,5000,1 to 2,1
40108,1,2013-12,10000,1 to 2,1
40109,1,2013-12,10000,1 to 2,1
40110,0,2012-8,2000,0 to 1,1
40111,0,2012-4,8000,0 to 1,1
40112,1,2013-7,18000,1 to 2,1
40113,1,2012-11,14750,1 to 2,1
40114,0,2013-12,4999,0 to 1,1
40115,1,2013-12,18000,1 to 2,1
40116,2,2011-11,5000,2 to 3,1
40117,2,2012-12,4500,2 to 3,1
40118,1,2010-8,8000,1 to 2,1
40119,1,2013-7,4000,1 to 2,1
40120,1,2013-6,4000,1 to 2,1
40121,1,2011-10,4000,1 to 2,1
40122,1,2011-6,4500,1 to 2,1
40123,1,2013-1,8500,1 to 2,1
40124,1,2012-7,15000,1 to 2,1
40125,2,2012-10,18500,2 to 3,1
40126,1,2014-1,4600,1 to 2,1
40127,1,2012-5,4000,1 to 2,1
40128,3,2012-5,17500,3 to 4,1
40129,2,2012-11,6000,2 to 3,1
40130,0,2013-3,4000,0 to 1,1
40131,0,2013-3,4000,0 to 1,1
40132,1,2013-6,11500,1 to 2,1
40133,1,2013-11,4000,1 to 2,1
40134,2,2014-1,10000,2 to 3,1
40135,3,2013-7,15000,3 to 4,1
40136,1,2013-9,10000,1 to 2,1
40137,1,2010-12,15000,1 to 2,1
40138,2,2013-8,10000,2 to 3,1
40139,2,2013-7,10000,2 to 3,1
40140,1,2013-1,11000,1 to 2,1
40141,0,2013-11,3500,0 to 1,1
40142,1,2013-8,9500,1 to 2,1
40143,1,2013-10,20000,1 to 2,1
40144,0,2013-9,9000,0 to 1,1
40145,1,2012-6,3000,1 to 2,1
40146,0,2012-6,2300,0 to 1,1
40147,0,2011-11,8000,0 to 1,1
40148,3,2013-12,10000,3 to 4,1
40149,0,2013-1,4000,0 to 1,1
40150,2,2013-10,15000,2 to 3,1
40151,1,2013-10,17000,1 to 2,1
40152,0,2014-1,4300,0 to 1,1
40153,3,2013-12,15000,3 to 4,1
40154,2,2013-10,10000,2 to 3,1
40155,0,2011-2,6000,0 to 1,1
40156,1,2013-1,5500,1 to 2,1
40157,1,2013-9,7500,1 to 2,1
40158,2,2014-2,7000,2 to 3,1
40159,1,2013-9,11500,1 to 2,1
40160,1,2013-9,11500,1 to 2,1
40161,4,2012-9,12000,4+,1
40162,2,2013-3,10000,2 to 3,1
40163,2,2012-4,12000,2 to 3,1
40164,0,2012-7,3000,0 to 1,1
40165,2,2013-11,13500,2 to 3,1
40166,2,2013-11,15000,2 to 3,1
40167,2,2013-12,31000,2 to 3,1
40168,2,2014-2,8000,2 to 3,1
40169,1,2013-9,10000,1 to 2,1
40170,0,2012-6,5000,0 to 1,1
40171,0,2011-8,2000,0 to 1,1
40172,3,2012-11,8500,3 to 4,1
40173,4,2013-6,4000,4+,1
40174,0,2012-5,4000,0 to 1,1
40175,1,2011-2,10000,1 to 2,1
40176,0,2012-8,3000,0 to 1,1
40177,3,2013-9,10000,3 to 4,1
40178,4,2012-10,14000,4+,1
40179,1,2012-5,7000,1 to 2,1
40180,2,2014-1,4000,2 to 3,1
40181,2,2013-9,15000,2 to 3,1
40182,2,2013-12,15000,2 to 3,1
40183,2,2010-10,4050,2 to 3,1
40184,0,2011-7,2500,0 to 1,1
40185,0,2013-11,5000,0 to 1,1
40186,0,2011-10,3000,0 to 1,1
40187,2,2013-11,15000,2 to 3,1
40188,1,2012-8,25000,1 to 2,1
40189,1,2011-3,7500,1 to 2,1
40190,0,2013-3,4000,0 to 1,1
40191,1,2012-7,4000,1 to 2,1
40192,2,2012-8,6500,2 to 3,1
40193,0,2012-8,5000,0 to 1,1
40194,1,2011-11,5000,1 to 2,1
40195,2,2012-5,7500,2 to 3,1
40196,3,2013-7,25000,3 to 4,1
40197,2,2013-10,20000,2 to 3,1
40198,1,2011-1,9500,1 to 2,1
40199,0,2012-7,2000,0 to 1,1
40200,1,2013-7,4000,1 to 2,1
40201,2,2012-2,15000,2 to 3,1
40202,1,2013-6,35000,1 to 2,1
40203,2,2014-2,25000,2 to 3,1
40204,1,2013-6,4000,1 to 2,1
40205,1,2014-1,11000,1 to 2,1
40206,4,2012-9,15000,4+,1
40207,2,2014-2,35000,2 to 3,1
40208,2,2013-12,9000,2 to 3,1
40209,2,2012-6,15000,2 to 3,1
40210,2,2011-3,4000,2 to 3,1
40211,2,2012-2,10000,2 to 3,1
40212,3,2014-1,10000,3 to 4,1
40213,3,2013-5,10000,3 to 4,1
40214,1,2010-9,6500,1 to 2,1
40215,0,2012-9,4000,0 to 1,1
40216,1,2012-5,4000,1 to 2,1
40217,1,2013-8,8000,1 to 2,1
40218,0,2012-7,3000,0 to 1,1
40219,4,2012-1,15000,4+,1
40220,0,2013-12,7000,0 to 1,1
40221,3,2014-1,35000,3 to 4,1
40222,1,2014-1,12000,1 to 2,1
40223,0,2013-11,4000,0 to 1,1
40224,2,2013-8,10000,2 to 3,1
40225,4,2011-11,4000,4+,1
40226,0,2011-12,4000,0 to 1,1
40227,1,2013-10,4500,1 to 2,1
40228,0,2011-8,4174,0 to 1,1
40229,3,2013-7,15000,3 to 4,1
40230,0,2010-9,1500,0 to 1,1
40231,3,2012-2,10000,3 to 4,1
40232,0,2012-1,2500,0 to 1,1
40233,2,2013-10,9000,2 to 3,1
40234,1,2013-9,4000,1 to 2,1
40235,3,2013-9,15000,3 to 4,1
40236,2,2013-9,20000,2 to 3,1
40237,1,2011-2,3000,1 to 2,1
40238,1,2012-4,10000,1 to 2,1
40239,1,2014-1,6500,1 to 2,1
40240,2,2012-2,15000,2 to 3,1
40241,0,2014-1,4000,0 to 1,1
40242,0,2012-2,3500,0 to 1,1
40243,0,2012-3,3000,0 to 1,1
40244,2,2011-10,15000,2 to 3,1
40245,0,2013-8,3500,0 to 1,1
40246,2,2013-11,10000,2 to 3,1
40247,1,2012-11,8500,1 to 2,1
40248,1,2013-11,2000,1 to 2,1
40249,1,2012-12,6000,1 to 2,1
40250,3,2013-3,9000,3 to 4,1
40251,2,2011-5,5832,2 to 3,1
40252,3,2013-12,23000,3 to 4,1
40253,0,2012-11,5000,0 to 1,1
40254,2,2013-10,15000,2 to 3,1
40255,2,2012-3,13000,2 to 3,1
40256,0,2013-8,4000,0 to 1,1
40257,0,2013-5,3000,0 to 1,1
40258,1,2013-10,4000,1 to 2,1
40259,0,2013-9,4000,0 to 1,1
40260,1,2013-8,3000,1 to 2,1
40261,1,2013-12,8000,1 to 2,1
40262,1,2013-9,6500,1 to 2,1
40263,3,2013-9,20000,3 to 4,1
40264,3,2012-10,14000,3 to 4,1
40265,3,2013-11,20000,3 to 4,1
40266,3,2013-10,20000,3 to 4,1
40267,3,2013-12,25000,3 to 4,1
40268,0,2013-12,5000,0 to 1,1
40269,3,2013-7,15000,3 to 4,1
40270,2,2014-1,17000,2 to 3,1
40271,3,2014-2,15000,3 to 4,1
40272,4,2012-4,15000,4+,1
40273,2,2013-3,20000,2 to 3,1
40274,1,2014-2,30000,1 to 2,1
40275,1,2013-5,10000,1 to 2,1
40276,1,2012-5,8500,1 to 2,1
40277,3,2014-1,15000,3 to 4,1
40278,0,2014-1,2000,0 to 1,1
40279,0,2013-10,4000,0 to 1,1
40280,3,2012-5,19000,3 to 4,1
40281,3,2014-2,15000,3 to 4,1
40282,3,2013-5,20000,3 to 4,1
40283,1,2013-10,18000,1 to 2,1
40284,2,2014-1,9000,2 to 3,1
40285,2,2013-12,13000,2 to 3,1
40286,2,2014-2,20000,2 to 3,1
40287,4,2011-9,15000,4+,1
40288,1,2013-12,6500,1 to 2,1
40289,3,2013-4,11000,3 to 4,1
40290,0,2013-3,4000,0 to 1,1
40291,3,2013-12,20000,3 to 4,1
40292,0,2013-10,4000,0 to 1,1
40293,1,2012-4,10000,1 to 2,1
40294,2,2013-9,10000,2 to 3,1
40295,1,2012-6,4500,1 to 2,1
40296,0,2012-6,5000,0 to 1,1
40297,0,2012-6,3160,0 to 1,1
40298,2,2013-11,10000,2 to 3,1
40299,0,2012-12,2000,0 to 1,1
40300,0,2011-6,4500,0 to 1,1
40301,2,2013-5,25000,2 to 3,1
40302,1,2012-1,7000,1 to 2,1
40303,0,2012-6,4000,0 to 1,1
40304,2,2011-12,11000,2 to 3,1
40305,1,2012-5,20500,1 to 2,1
40306,2,2014-2,15000,2 to 3,1
40307,0,2012-6,2000,0 to 1,1
40308,2,2011-8,4000,2 to 3,1
40309,0,2011-9,10678,0 to 1,1
40310,3,2013-10,20000,3 to 4,1
40311,0,2013-5,3900,0 to 1,1
40312,2,2013-11,13200,2 to 3,1
40313,1,2013-4,2200,1 to 2,1
40314,0,2013-4,11800,0 to 1,1
40315,1,2013-6,15000,1 to 2,1
40316,2,2012-7,3000,2 to 3,1
40317,0,2012-1,7000,0 to 1,1
40318,1,2011-5,15000,1 to 2,1
40319,0,2012-12,5000,0 to 1,1
40320,3,2013-11,10000,3 to 4,1
40321,1,2012-6,10000,1 to 2,1
40322,0,2011-8,8000,0 to 1,1
40323,1,2012-9,10000,1 to 2,1
40324,2,2014-2,15000,2 to 3,1
40325,0,2011-8,2000,0 to 1,1
40326,0,2013-3,5750,0 to 1,1
40327,0,2010-11,5000,0 to 1,1
40328,4,2012-7,8500,4+,1
40329,0,2013-10,6500,0 to 1,1
40330,2,2013-2,15000,2 to 3,1
40331,2,2013-11,19900,2 to 3,1
40332,3,2013-11,10000,3 to 4,1
40333,2,2013-8,4000,2 to 3,1
40334,1,2012-1,3000,1 to 2,1
40335,1,2013-11,4000,1 to 2,1
40336,1,2013-8,8000,1 to 2,1
40337,2,2013-4,15000,2 to 3,1
40338,2,2012-1,4000,2 to 3,1
40339,4,2011-7,2000,4+,1
40340,3,2013-12,15000,3 to 4,1
40341,0,2013-4,2000,0 to 1,1
40342,3,2013-6,20000,3 to 4,1
40343,0,2010-12,3200,0 to 1,1
40344,2,2013-5,25000,2 to 3,1
40345,1,2012-7,4500,1 to 2,1
40346,2,2011-5,3000,2 to 3,1
40347,1,2014-1,10000,1 to 2,1
40348,0,2012-9,9500,0 to 1,1
40349,2,2013-10,10000,2 to 3,1
40350,1,2014-2,13500,1 to 2,1
40351,3,2013-10,13500,3 to 4,1
40352,2,2012-5,11000,2 to 3,1
40353,1,2012-4,4000,1 to 2,1
40354,0,2010-8,1000,0 to 1,1
40355,2,2013-9,13000,2 to 3,1
40356,3,2014-1,15000,3 to 4,1
40357,2,2014-2,11250,2 to 3,1
40358,2,2014-2,19000,2 to 3,1
40359,1,2014-1,12056,1 to 2,1
40360,0,2010-8,1000,0 to 1,1
40361,1,2012-8,4000,1 to 2,1
40362,1,2013-10,10000,1 to 2,1
40363,0,2012-12,4000,0 to 1,1
40364,1,2013-10,10000,1 to 2,1
40365,3,2014-1,15000,3 to 4,1
40366,1,2014-2,7000,1 to 2,1
40367,2,2014-1,10000,2 to 3,1
40368,0,2013-2,3000,0 to 1,1
40369,0,2013-10,2000,0 to 1,1
40370,1,2011-11,5000,1 to 2,1
40371,1,2013-12,7000,1 to 2,1
40372,2,2012-6,4000,2 to 3,1
40373,2,2012-12,10000,2 to 3,1
40374,3,2013-4,15000,3 to 4,1
40375,0,2013-9,3250,0 to 1,1
40376,1,2013-4,5000,1 to 2,1
40377,1,2012-11,14000,1 to 2,1
40378,2,2014-2,10000,2 to 3,1
40379,1,2014-1,10000,1 to 2,1
40380,0,2013-12,5000,0 to 1,1
40381,2,2012-1,20000,2 to 3,1
40382,2,2013-12,35000,2 to 3,1
40383,2,2011-11,15000,2 to 3,1
40384,2,2013-8,15000,2 to 3,1
40385,0,2012-4,3000,0 to 1,1
40386,2,2012-11,5000,2 to 3,1
40387,0,2012-7,3000,0 to 1,1
40388,1,2013-12,6500,1 to 2,1
40389,1,2011-11,10000,1 to 2,1
40390,0,2013-11,3000,0 to 1,1
40391,3,2014-2,20000,3 to 4,1
40392,0,2010-8,4000,0 to 1,1
40393,0,2011-11,3000,0 to 1,1
40394,0,2014-2,7845,0 to 1,1
40395,0,2011-9,4000,0 to 1,1
40396,1,2013-1,6000,1 to 2,1
40397,0,2013-1,3000,0 to 1,1
40398,2,2013-12,7500,2 to 3,1
40399,1,2014-1,15000,1 to 2,1
40400,0,2011-3,2500,0 to 1,1
40401,2,2012-11,17729,2 to 3,1
40402,3,2013-2,15000,3 to 4,1
40403,1,2013-8,25000,1 to 2,1
40404,3,2014-1,10000,3 to 4,1
40405,2,2012-2,10000,2 to 3,1
40406,1,2011-6,4000,1 to 2,1
40407,2,2014-1,4000,2 to 3,1
40408,0,2012-3,4000,0 to 1,1
40409,1,2011-9,7000,1 to 2,1
40410,3,2013-7,21500,3 to 4,1
40411,2,2014-1,20000,2 to 3,1
40412,1,2011-10,7500,1 to 2,1
40413,3,2013-11,10000,3 to 4,1
40414,0,2013-5,5000,0 to 1,1
40415,2,2013-11,8500,2 to 3,1
40416,2,2012-9,10500,2 to 3,1
40417,0,2012-7,2000,0 to 1,1
40418,0,2013-6,4000,0 to 1,1
40419,0,2013-6,7400,0 to 1,1
40420,2,2012-8,10500,2 to 3,1
40421,2,2013-5,15000,2 to 3,1
40422,1,2012-2,4000,1 to 2,1
40423,0,2013-10,7000,0 to 1,1
40424,3,2013-11,10000,3 to 4,1
40425,1,2013-11,10000,1 to 2,1
40426,1,2011-10,3500,1 to 2,1
40427,2,2013-11,10000,2 to 3,1
40428,2,2011-4,22334,2 to 3,1
40429,1,2013-8,15000,1 to 2,1
40430,2,2013-12,20000,2 to 3,1
40431,0,2014-1,4000,0 to 1,1
40432,1,2012-2,13000,1 to 2,1
40433,0,2011-8,4000,0 to 1,1
40434,3,2012-9,24000,3 to 4,1
40435,1,2011-6,17500,1 to 2,1
40436,1,2013-8,25000,1 to 2,1
40437,1,2013-6,10000,1 to 2,1
40438,0,2013-3,6500,0 to 1,1
40439,1,2013-11,6500,1 to 2,1
40440,1,2012-10,12000,1 to 2,1
40441,0,2010-9,2750,0 to 1,1
40442,1,2012-10,10500,1 to 2,1
40443,0,2012-10,4000,0 to 1,1
40444,2,2013-12,10000,2 to 3,1
40445,3,2013-10,17500,3 to 4,1
40446,2,2013-5,10000,2 to 3,1
40447,2,2013-5,10000,2 to 3,1
40448,1,2013-10,4000,1 to 2,1
40449,4,2012-7,7000,4+,1
40450,1,2013-10,12000,1 to 2,1
40451,1,2013-12,5000,1 to 2,1
40452,1,2014-2,7500,1 to 2,1
40453,2,2013-5,12000,2 to 3,1
40454,0,2013-7,3500,0 to 1,1
40455,0,2012-2,2000,0 to 1,1
40456,2,2014-1,17000,2 to 3,1
40457,0,2012-2,2000,0 to 1,1
40458,0,2014-2,5000,0 to 1,1
40459,0,2012-7,2000,0 to 1,1
40460,2,2013-10,8500,2 to 3,1
40461,1,2011-3,14198,1 to 2,1
40462,2,2013-6,16000,2 to 3,1
40463,4,2012-7,22500,4+,1
40464,1,2013-10,4000,1 to 2,1
40465,3,2012-10,15000,3 to 4,1
40466,1,2010-10,15000,1 to 2,1
40467,0,2012-7,2000,0 to 1,1
40468,1,2014-2,6500,1 to 2,1
40469,0,2013-9,9000,0 to 1,1
40470,3,2013-7,15000,3 to 4,1
40471,3,2013-7,25000,3 to 4,1
40472,4,2012-3,15000,4+,1
40473,1,2012-12,8400,1 to 2,1
40474,0,2013-7,11000,0 to 1,1
40475,0,2012-1,7000,0 to 1,1
40476,1,2014-2,15000,1 to 2,1
40477,0,2014-2,25000,0 to 1,1
40478,0,2012-8,4000,0 to 1,1
40479,0,2013-12,5000,0 to 1,1
40480,2,2011-11,5000,2 to 3,1
40481,2,2011-11,13000,2 to 3,1
40482,1,2013-9,15000,1 to 2,1
40483,3,2013-7,20000,3 to 4,1
40484,2,2013-11,25000,2 to 3,1
40485,0,2013-2,5000,0 to 1,1
40486,2,2013-12,20000,2 to 3,1
40487,0,2013-2,2000,0 to 1,1
40488,1,2012-7,16900,1 to 2,1
40489,1,2011-2,8000,1 to 2,1
40490,1,2012-10,7000,1 to 2,1
40491,2,2013-3,15000,2 to 3,1
40492,0,2013-11,10000,0 to 1,1
40493,2,2012-8,15000,2 to 3,1
40494,1,2013-4,15000,1 to 2,1
40495,1,2011-7,10583,1 to 2,1
40496,1,2011-8,5000,1 to 2,1
40497,0,2012-7,7000,0 to 1,1
40498,1,2013-12,4000,1 to 2,1
40499,1,2010-11,5000,1 to 2,1
40500,0,2012-10,4000,0 to 1,1
40501,2,2013-11,15000,2 to 3,1
40502,1,2013-5,10000,1 to 2,1
40503,2,2013-7,15000,2 to 3,1
40504,3,2014-2,35000,3 to 4,1
40505,2,2013-9,13000,2 to 3,1
40506,1,2013-3,10000,1 to 2,1
40507,1,2014-1,4500,1 to 2,1
40508,2,2014-1,11000,2 to 3,1
40509,3,2013-11,10000,3 to 4,1
40510,1,2013-5,6000,1 to 2,1
40511,1,2013-3,15000,1 to 2,1
40512,0,2011-8,2000,0 to 1,1
40513,1,2010-10,6500,1 to 2,1
40514,2,2013-5,10000,2 to 3,1
40515,1,2011-7,2500,1 to 2,1
40516,1,2013-11,4000,1 to 2,1
40517,2,2012-8,13000,2 to 3,1
40518,1,2012-7,5500,1 to 2,1
40519,2,2014-1,25000,2 to 3,1
40520,1,2013-7,7000,1 to 2,1
40521,1,2011-10,10000,1 to 2,1
40522,3,2012-11,15000,3 to 4,1
40523,1,2013-10,18500,1 to 2,1
40524,2,2011-11,4500,2 to 3,1
40525,0,2011-6,5500,0 to 1,1
40526,1,2012-5,12000,1 to 2,1
40527,2,2011-12,10000,2 to 3,1
40528,1,2012-5,15000,1 to 2,1
40529,0,2013-5,3000,0 to 1,1
40530,2,2014-1,15000,2 to 3,1
40531,2,2013-11,15000,2 to 3,1
40532,2,2013-10,20000,2 to 3,1
40533,1,2013-2,15000,1 to 2,1
40534,1,2012-5,9500,1 to 2,1
40535,1,2011-4,5500,1 to 2,1
40536,0,2012-8,2750,0 to 1,1
40537,1,2012-11,4000,1 to 2,1
40538,2,2013-12,20000,2 to 3,1
40539,0,2011-2,3365,0 to 1,1
40540,1,2012-8,8000,1 to 2,1
40541,2,2012-1,10000,2 to 3,1
40542,0,2011-4,3500,0 to 1,1
40543,1,2012-6,6000,1 to 2,1
40544,1,2014-2,10500,1 to 2,1
40545,0,2013-6,6500,0 to 1,1
40546,0,2014-1,6000,0 to 1,1
40547,1,2012-6,15000,1 to 2,1
40548,1,2013-11,8000,1 to 2,1
40549,0,2011-10,7000,0 to 1,1
40550,1,2010-8,3600,1 to 2,1
40551,1,2013-4,10000,1 to 2,1
40552,3,2014-2,25000,3 to 4,1
40553,3,2012-9,15000,3 to 4,1
40554,2,2013-8,15000,2 to 3,1
40555,3,2013-11,25000,3 to 4,1
40556,0,2011-2,2000,0 to 1,1
40557,2,2014-2,11500,2 to 3,1
40558,1,2013-9,4000,1 to 2,1
40559,2,2013-10,11000,2 to 3,1
40560,2,2012-1,15000,2 to 3,1
40561,1,2014-1,13000,1 to 2,1
40562,1,2011-6,6500,1 to 2,1
40563,1,2012-6,20000,1 to 2,1
40564,1,2013-9,4000,1 to 2,1
40565,2,2013-9,20000,2 to 3,1
40566,2,2013-10,15000,2 to 3,1
40567,1,2011-9,7500,1 to 2,1
40568,0,2012-4,3000,0 to 1,1
40569,2,2012-10,17623,2 to 3,1
40570,1,2013-11,5000,1 to 2,1
40571,0,2012-1,6000,0 to 1,1
40572,1,2012-1,10500,1 to 2,1
40573,2,2012-4,21000,2 to 3,1
40574,3,2013-1,4000,3 to 4,1
40575,1,2011-3,5987,1 to 2,1
40576,1,2013-5,8000,1 to 2,1
40577,3,2012-5,7500,3 to 4,1
40578,3,2012-1,7000,3 to 4,1
40579,1,2014-2,10000,1 to 2,1
40580,0,2013-11,4000,0 to 1,1
40581,1,2012-2,5000,1 to 2,1
40582,1,2013-9,14000,1 to 2,1
40583,2,2012-9,6675,2 to 3,1
40584,1,2013-9,4000,1 to 2,1
40585,3,2014-1,30000,3 to 4,1
40586,3,2013-9,15000,3 to 4,1
40587,3,2013-12,25000,3 to 4,1
40588,4,2013-3,15000,4+,1
40589,3,2014-2,20000,3 to 4,1
40590,2,2013-10,25000,2 to 3,1
40591,2,2013-4,8000,2 to 3,1
40592,1,2013-12,20000,1 to 2,1
40593,2,2014-1,10000,2 to 3,1
40594,3,2013-11,15000,3 to 4,1
40595,0,2011-12,3500,0 to 1,1
40596,0,2012-8,7000,0 to 1,1
40597,3,2012-10,13000,3 to 4,1
40598,1,2011-5,2000,1 to 2,1
40599,2,2013-2,23600,2 to 3,1
40600,0,2012-5,4000,0 to 1,1
40601,2,2013-7,10000,2 to 3,1
40602,1,2013-12,10000,1 to 2,1
40603,1,2013-12,5000,1 to 2,1
40604,1,2012-3,6000,1 to 2,1
40605,4,2010-8,4000,4+,1
40606,2,2012-9,15000,2 to 3,1
40607,2,2011-3,5000,2 to 3,1
40608,1,2014-1,12000,1 to 2,1
40609,1,2013-1,8000,1 to 2,1
40610,1,2013-9,20000,1 to 2,1
40611,3,2013-11,25000,3 to 4,1
40612,3,2013-9,20000,3 to 4,1
40613,2,2011-10,10000,2 to 3,1
40614,2,2012-6,10000,2 to 3,1
40615,1,2013-9,4000,1 to 2,1
40616,2,2013-6,13200,2 to 3,1
40617,1,2012-7,8000,1 to 2,1
40618,3,2013-11,15000,3 to 4,1
40619,3,2013-12,20000,3 to 4,1
40620,1,2011-10,4400,1 to 2,1
40621,3,2013-4,15000,3 to 4,1
40622,0,2013-10,5000,0 to 1,1
40623,1,2012-1,4000,1 to 2,1
40624,0,2012-6,2000,0 to 1,1
40625,2,2014-2,10000,2 to 3,1
40626,0,2010-12,1500,0 to 1,1
40627,1,2013-11,7000,1 to 2,1
40628,0,2011-8,2000,0 to 1,1
40629,2,2012-8,2100,2 to 3,1
40630,2,2012-3,15000,2 to 3,1
40631,0,2013-11,4000,0 to 1,1
40632,2,2013-5,10000,2 to 3,1
40633,2,2011-9,10684,2 to 3,1
40634,0,2013-1,4000,0 to 1,1
40635,3,2013-8,15000,3 to 4,1
40636,0,2012-11,9000,0 to 1,1
40637,1,2013-7,4000,1 to 2,1
40638,0,2011-6,3000,0 to 1,1
40639,2,2012-10,9500,2 to 3,1
40640,1,2013-11,4000,1 to 2,1
40641,0,2012-4,6500,0 to 1,1
40642,2,2013-12,10000,2 to 3,1
40643,3,2013-6,10000,3 to 4,1
40644,1,2013-7,13000,1 to 2,1
40645,1,2013-8,8500,1 to 2,1
40646,2,2013-7,4000,2 to 3,1
40647,1,2013-11,10000,1 to 2,1
40648,2,2013-11,10000,2 to 3,1
40649,0,2013-3,9500,0 to 1,1
40650,3,2013-12,10000,3 to 4,1
40651,2,2013-2,15000,2 to 3,1
40652,0,2012-1,2828,0 to 1,1
40653,0,2012-6,4000,0 to 1,1
40654,1,2012-7,3500,1 to 2,1
40655,0,2014-1,6500,0 to 1,1
40656,2,2013-9,11000,2 to 3,1
40657,0,2011-11,3000,0 to 1,1
40658,1,2013-7,15000,1 to 2,1
40659,3,2013-10,10000,3 to 4,1
40660,0,2013-9,6500,0 to 1,1
40661,2,2013-7,20000,2 to 3,1
40662,1,2012-9,4000,1 to 2,1
40663,2,2011-8,10000,2 to 3,1
40664,1,2011-11,4000,1 to 2,1
40665,2,2014-1,4000,2 to 3,1
